ID	lineage	domain	phylum	class	order	family	genus	species
UNIPROT:A0A2R4MZG2_CARTR/1-211	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__ClostridialesFamilyXVI.IncertaeSedis;g__Carboxydocella;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__ClostridialesFamilyXVI.IncertaeSedis	g__Carboxydocella	s__
UNIPROT:A0A2R6H302_9EURY/1-263	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__	g__	s__
UNIPROT:A0A2R6HV87_9EURY/7-278	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__	g__	s__
UNIPROT:A0A2R6JLA6_9EURY/3-300	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__	g__	s__
UNIPROT:A0A2S0JNP3_9BACI/1-271	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Lysinibacillus	s__
UNIPROT:A0A2S6R785_9PROT/1-273	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A2S6U7T4_9PROT/45-310	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A2T2TSY2_9BACT/1-285	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A2T2UQ90_9BACT/1-277	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A2T2WIV9_9FIRM/1-266	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__ClostridialesFamilyXVII.IncertaeSedis;g__Sulfobacillus;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__ClostridialesFamilyXVII.IncertaeSedis	g__Sulfobacillus	s__
UNIPROT:A0A2T4XBT9_9BACT/31-289	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A2U1RNB0_9BACT/13-303	d__Bacteria;p__candidatedivisionNC10;c__;o__;f__;g__;s__	d__Bacteria	p__candidatedivisionNC10	c__	o__	f__	g__	s__
UNIPROT:A0A2U2S8V7_9CHLR/197-479	d__Bacteria;p__Chloroflexota;c__Ardenticatenia;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__Ardenticatenia	o__	f__	g__	s__
UNIPROT:A0A2U3CDK5_HEIAB/1-251	d__Archaea;p__CandidatusHeimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusHeimdallarchaeota	c__	o__	f__	g__	s__
UNIPROT:A0A2V2RNU7_9BACT/1-260	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V6AYL3_9BACT/1-235	d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__	o__	f__	g__	s__
UNIPROT:A0A2V6IB48_9BACT/1-282	d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__	o__	f__	g__	s__
UNIPROT:A0A2V6XCT2_9BACT/1-290	d__Bacteria;p__CandidatusRokubacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusRokubacteria	c__	o__	f__	g__	s__
UNIPROT:A0A2V7UX87_9BACT/5-295	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V7V5G5_9BACT/15-303	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V8C3J0_9BACT/1-280	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V9DRD5_9BACT/1-285	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V9LAD3_9BACT/1-259	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V9LFE7_9BACT/1-291	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V9UUL1_9BACT/26-314	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V9V1C8_9BACT/1-256	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2V9ZG58_9BACT/1-272	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A2W1AVP0_UNCCH/5-296	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A2W4IA09_9BACT/1-267	d__Bacteria;p__CandidatusMargulisbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMargulisbacteria	c__	o__	f__	g__	s__
UNIPROT:A0A2W4ID44_9BACT/1-202	d__Bacteria;p__CandidatusMargulisbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMargulisbacteria	c__	o__	f__	g__	s__
UNIPROT:A0A2W4N485_UNCFI/1-299	d__Bacteria;p__Bacillota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacillota	c__	o__	f__	g__	s__
UNIPROT:A0A2W6D4V6_9PSEU/1-254	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__	g__	s__
UNIPROT:A0A316FYZ7_9GAMM/1-243	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Pleioneaceae;g__Pleionea;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Pleioneaceae	g__Pleionea	s__
UNIPROT:A0A328CE48_9DELT/1-267	d__Bacteria;p__;c__Deltaproteobacteria;o__Bradymonadales;f__Lujinxingiaceae;g__Lujinxingia;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__Bradymonadales	f__Lujinxingiaceae	g__Lujinxingia	s__
UNIPROT:A0A328RQH5_9BACT/1-260	d__Bacteria;p__CandidatusMargulisbacteria;c__CandidatusMarinamargulisbacteria;o__;f__;g__;s__	d__Bacteria	p__CandidatusMargulisbacteria	c__CandidatusMarinamargulisbacteria	o__	f__	g__	s__
UNIPROT:A0A328RRC6_9BACT/1-266	d__Bacteria;p__CandidatusMargulisbacteria;c__CandidatusMarinamargulisbacteria;o__;f__;g__;s__	d__Bacteria	p__CandidatusMargulisbacteria	c__CandidatusMarinamargulisbacteria	o__	f__	g__	s__
UNIPROT:A0A347ZPX5_9CHLR/1-281	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;s__	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Pelolinea	s__
UNIPROT:A0A348XCW6_9BACT/1-264	d__Bacteria;p__Lentisphaerota;c__Lentisphaeria;o__;f__;g__;s__	d__Bacteria	p__Lentisphaerota	c__Lentisphaeria	o__	f__	g__	s__
UNIPROT:A0A351C0T5_9BACT/40-318	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A351CA19_9BACT/25-290	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A351G2S2_UNCCH/1-302	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A352Q080_9GAMM/1-283	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Porticoccaceae	g__	s__
UNIPROT:A0A352YWW6_9BACT/139-409	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__	g__	s__
UNIPROT:A0A353VHN1_9FLAO/1-279	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__	g__	s__
UNIPROT:A0A353VJD1_9FLAO/1-266	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__	g__	s__
UNIPROT:A0A354GAJ2_9SPIR/11-216	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__;f__;g__;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__	f__	g__	s__
UNIPROT:A0A355UKH5_9CYAN/1-202	d__Bacteria;p__Cyanobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Cyanobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A355UN73_9CYAN/1-260	d__Bacteria;p__Cyanobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Cyanobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A363SVU3_9CHLR/1-300	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__	g__	s__
UNIPROT:A0A363UJU8_9GAMM/1-265	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__Abyssibacter;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Salinisphaerales	f__Salinisphaeraceae	g__Abyssibacter	s__
UNIPROT:A0A367Z2T6_9BACT/1-256	d__Bacteria;p__Ignavibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Ignavibacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A367ZV81_9BACT/2-294	d__Bacteria;p__;c__CandidatusOzemobacteria;o__;f__CandidatusOzemobacteraceae;g__CandidatusOzemobacter;s__	d__Bacteria	p__	c__CandidatusOzemobacteria	o__	f__CandidatusOzemobacteraceae	g__CandidatusOzemobacter	s__
UNIPROT:A0A369IA51_9BACT/6-296	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Runella;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Spirosomaceae	g__Runella	s__
UNIPROT:A0A370ARY2_9SPIO/1-216	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Oceanispirochaeta;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Oceanispirochaeta	s__
UNIPROT:A0A371REP6_9PROT/1-303	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae;g__Parvularcula;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvularculales	f__Parvularculaceae	g__Parvularcula	s__
UNIPROT:A0A379BUN8_NOCBR/1-268	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Nocardia	s__
UNIPROT:A0A398DLL3_9BACT/1-278	d__Bacteria;p__CandidatusCryosericota;c__CandidatusCryosericia;o__CandidatusCryosericales;f__CandidatusCryosericaceae;g__CandidatusCryosericum;s__	d__Bacteria	p__CandidatusCryosericota	c__CandidatusCryosericia	o__CandidatusCryosericales	f__CandidatusCryosericaceae	g__CandidatusCryosericum	s__
UNIPROT:A0A399Y1U4_9BACT/11-284	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A399ZX65_UNCCH/1-253	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A3A0C617_9BACT/46-295	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__
UNIPROT:A0A3A0DG99_UNCPL/5-295	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A3A0GA32_9BACT/1-273	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A3A4K1Y0_UNCMY/1-285	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__;g__;s__	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__	g__	s__
UNIPROT:A0A3A4NEI3_UNCDE/1-275	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A3A4QEL7_9DELT/1-269	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__	s__
UNIPROT:A0A3A4S3E3_9DELT/1-290	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__	s__
UNIPROT:A0A3A4UAE0_UNCFI/13-305	d__Bacteria;p__Bacillota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacillota	c__	o__	f__	g__	s__
UNIPROT:A0A3A4VBV7_UNCAC/1-266	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__	f__	g__	s__
UNIPROT:A0A3A4WKE9_UNCAC/1-272	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__	f__	g__	s__
UNIPROT:A0A3A6NVY3_9DELT/1-267	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__Desulfarculus;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfarculia	o__Desulfarculales	f__Desulfarculaceae	g__Desulfarculus	s__
UNIPROT:A0A3B9HVA4_9BACT/135-408	d__Bacteria;p__CandidatusRiflebacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusRiflebacteria	c__	o__	f__	g__	s__
UNIPROT:A0A3B9TRU6_9BACT/1-267	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__;s__	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__	s__
UNIPROT:A0A3C0A302_9BACT/1-263	d__Bacteria;p__Elusimicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Elusimicrobiota	c__	o__	f__	g__	s__
UNIPROT:A0A3C0EKB9_9BACT/1-286	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__	g__	s__
UNIPROT:A0A3C0Q8V1_9GAMM/1-279	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A3C0SXE7_9SPIO/20-239	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Spirochaeta	s__
UNIPROT:A0A3C0TLC4_9BACT/100-377	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__	s__
UNIPROT:A0A3C0YQ02_9BACT/1-275	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__	g__	s__
UNIPROT:A0A3C1B2J1_9FIRM/1-211	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__	g__	s__
UNIPROT:A0A3C1DDR8_9ACTN/1-276	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__;s__	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__	s__
UNIPROT:A0A3C1H8S2_9BACT/2-293	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__	g__	s__
UNIPROT:A0A3C1ZPM6_9SPIR/1-271	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Sphaerochaetaceae	g__Sphaerochaeta	s__
UNIPROT:A0A3C2D9H9_9BACT/1-213	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Marinilabiliales	f__Prolixibacteraceae	g__	s__
UNIPROT:A0A3D0CX84_UNCCH/4-288	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A3D0QB54_9BACT/1-272	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A3D0V6M5_9BACT/1-238	d__Bacteria;p__CandidatusUhrbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusUhrbacteria	c__	o__	f__	g__	s__
UNIPROT:A0A3D1IA50_UNCAM/14-278	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Armatimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A3D1R596_UNCMY/1-300	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__;g__;s__	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__	g__	s__
UNIPROT:A0A3D1YD16_9CHLR/1-247	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__	f__	g__	s__
UNIPROT:A0A3D4NBX9_9CHLR/1-283	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
UNIPROT:A0A3D4UK33_9BACT/1-288	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__	g__	s__
UNIPROT:A0A3D5A1V2_UNCAM/1-262	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Armatimonadota	c__	o__	f__	g__	s__
UNIPROT:A0A3D5HBS4_9BACT/1-252	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A3D6ELJ2_9BACT/95-383	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__;s__	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__	s__
UNIPROT:A0A3D9ZAZ7_9ACTN/111-346	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Asanoa;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micromonosporales	f__Micromonosporaceae	g__Asanoa	s__
UNIPROT:A0A3E0KFA6_UNCFI/1-266	d__Bacteria;p__Bacillota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacillota	c__	o__	f__	g__	s__
UNIPROT:A0A3E0QKS9_9BACT/1-269	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A3G4VNP9_9ACTN/36-300	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__
UNIPROT:A0A3L7PN03_UNCPL/1-285	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A3L7Q2G8_UNCPL/1-291	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A3L7UVA2_UNCPL/1-306	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A3L7YIE8_UNCCH/34-280	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A3M0ZMS8_9BACT/1-266	d__Bacteria;p__Lentisphaerota;c__;o__;f__;g__;s__	d__Bacteria	p__Lentisphaerota	c__	o__	f__	g__	s__
UNIPROT:A0A3M1HC54_UNCCH/1-311	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A3M1KRT2_UNCDE/1-290	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A3M1NV79_9BACT/1-269	d__Bacteria;p__Calditrichota;c__;o__;f__;g__;s__	d__Bacteria	p__Calditrichota	c__	o__	f__	g__	s__
UNIPROT:A0A3M1PYY6_9BACT/1-263	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A3M1T7S5_UNCDE/11-278	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A3M1TNW6_UNCPL/1-261	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A3M1UI06_9BACT/1-266	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A3M1WXN8_9BACT/1-204	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A3M1YED1_9BACT/1-263	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
UNIPROT:A0A3M2ARN2_UNCPL/4-291	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
UNIPROT:A0A3M2DLY1_UNCDE/1-246	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
UNIPROT:A0A3M9LGH2_9EURY/110-389	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanohalophilus	s__
UNIPROT:A0A3N0ZVG7_9BACT/1-265	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
UNIPROT:A0A3N5G8D1_UNCCH/199-464	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
UNIPROT:A0A3N5LI91_9BACT/1-273	d__Bacteria;p__Ignavibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Ignavibacteriota	c__	o__	f__	g__	s__
UNIPROT:A0A3N5QLW0_9DELT/1-281	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__	s__
UNIPROT:A0A3N5T8Q2_9SPIO/1-217	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__	s__
UNIPROT:A0A3N9NE87_9BACT/1-279	d__Bacteria;p__Calditrichota;c__;o__;f__;g__;s__	d__Bacteria	p__Calditrichota	c__	o__	f__	g__	s__
UNIPROT:A0A3S0EMP9_9BURK/1-257	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__	g__	s__
