UniprotID	ID	lineage	domain	phylum	class	order	family	genus	species
Q6AM17	tr|Q6AM17|Q6AM17_DESPS/4-157	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfotalea;s__Desulfotaleapsychrophila	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__Desulfotalea	s__Desulfotaleapsychrophila
Q5P149	tr|Q5P149|Q5P149_AROAE/1-143	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Aromatoleum;s__Aromatoleumaromaticum	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleumaromaticum
Q18EA9	tr|Q18EA9|Q18EA9_HALWD/1-147	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratumwalsbyi	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Haloferacales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratumwalsbyi
Q0VL21	tr|Q0VL21|Q0VL21_ALCBS/1-147	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivoraxborkumensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivoraxborkumensis
A6GZZ3	tr|A6GZZ3|A6GZZ3_FLAPJ/1-138	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacteriumpsychrophilum	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacteriumpsychrophilum
A4G2H3	tr|A4G2H3|A4G2H3_HERAR/1-155	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herminiimonas	s__
A4G6H5	tr|A4G6H5|A4G6H5_HERAR/1-151	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herminiimonas	s__
A4G9X8	tr|A4G9X8|A4G9X8_HERAR/1-151	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herminiimonas	s__
A4GA71	tr|A4GA71|A4GA71_HERAR/1-151	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herminiimonas	s__
B2FHE3	tr|B2FHE3|B2FHE3_STRMK/1-147	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonasmaltophilia	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonasmaltophilia
B2FRK9	tr|B2FRK9|B2FRK9_STRMK/1-149	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonasmaltophilia	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonasmaltophilia
D8P7N9	tr|D8P7N9|D8P7N9_9BACT/1-138	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__
E1VAG8	tr|E1VAG8|E1VAG8_HALED/1-140	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonaselongata	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonaselongata
E1X5G1	tr|E1X5G1|E1X5G1_HALMS/1-143	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Halobacteriovoraceae;g__Halobacteriovorax;s__Halobacteriovoraxmarinus	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Halobacteriovoraceae	g__Halobacteriovorax	s__Halobacteriovoraxmarinus
F6IEW4	tr|F6IEW4|F6IEW4_9SPHN/1-149	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
F6ILR0	tr|F6ILR0|F6ILR0_9SPHN/1-153	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
H6RPZ9	tr|H6RPZ9|H6RPZ9_BLASD/75-218	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcussaxobsidens	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcussaxobsidens
H6RUX6	tr|H6RUX6|H6RUX6_BLASD/1-135	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcussaxobsidens	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcussaxobsidens
I0JQZ4	tr|I0JQZ4|I0JQZ4_HALH3/1-140	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillushalophilus	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Halobacillus	s__Halobacillushalophilus
I0KGD6	tr|I0KGD6|I0KGD6_9BACT/1-142	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;s__Fibrellaaestuarina	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Spirosomaceae	g__Fibrella	s__Fibrellaaestuarina
K0K8W4	tr|K0K8W4|K0K8W4_SACES/1-135	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharothrix;s__Saccharothrixespanaensis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharothrix	s__Saccharothrixespanaensis
J7QJC4	tr|J7QJC4|J7QJC4_METSZ/1-151	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylocystaceae;g__Methylocystis;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylocystaceae	g__Methylocystis	s__
K0NDP9	tr|K0NDP9|K0NDP9_DESTT/1-148	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobaculatoluolica	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacula	s__Desulfobaculatoluolica
F4LSL8	tr|F4LSL8|F4LSL8_TEPAE/1-133	d__Bacteria;p__Bacillota;c__Clostridia;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__Tepidanaerobacter;s__Tepidanaerobacteracetatoxydans	d__Bacteria	p__Bacillota	c__Clostridia	o__Thermosediminibacterales	f__Tepidanaerobacteraceae	g__Tepidanaerobacter	s__Tepidanaerobacteracetatoxydans
S0EW89	tr|S0EW89|S0EW89_CHTCT/1-151	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonascalidirosea	d__Bacteria	p__Armatimonadota	c__Chthonomonadetes	o__Chthonomonadales	f__Chthonomonadaceae	g__Chthonomonas	s__Chthonomonascalidirosea
X5MCS1	tr|X5MCS1|X5MCS1_9HYPH/1-150	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Parvibaculaceae;g__CandidatusPhaeomarinobacter;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Parvibaculaceae	g__CandidatusPhaeomarinobacter	s__
Q4WRJ5	tr|Q4WRJ5|Q4WRJ5_ASPFU/1-135	d__Eukaryota;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillusfumigatus	d__Eukaryota	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillusfumigatus
Q4WWA7	tr|Q4WWA7|Q4WWA7_ASPFU/9-149	d__Eukaryota;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillusfumigatus	d__Eukaryota	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillusfumigatus
A3U4L9	tr|A3U4L9|A3U4L9_CROAH/40-206	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceibacter;s__Croceibacteratlanticus	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Croceibacter	s__Croceibacteratlanticus
A4AE96	tr|A4AE96|A4AE96_9GAMM/1-136	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Congregibacter;s__Congregibacterlitoralis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Congregibacter	s__Congregibacterlitoralis
A4A481	tr|A4A481|A4A481_9GAMM/1-136	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Congregibacter;s__Congregibacterlitoralis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Congregibacter	s__Congregibacterlitoralis
A4CH33	tr|A4CH33|A4CH33_ROBBH/1-140	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__Robiginitaleabiformata	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Robiginitalea	s__Robiginitaleabiformata
A9D6R0	tr|A9D6R0|A9D6R0_HOEPD/1-151	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Hoeflea;s__Hoefleaphototrophica	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Phyllobacteriaceae	g__Hoeflea	s__Hoefleaphototrophica
A9D0N4	tr|A9D0N4|A9D0N4_HOEPD/28-183	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Hoeflea;s__Hoefleaphototrophica	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Phyllobacteriaceae	g__Hoeflea	s__Hoefleaphototrophica
E2SBV5	tr|E2SBV5|E2SBV5_9ACTN/1-137	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobiummarinum	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__Aeromicrobiummarinum
H1YEY3	tr|H1YEY3|H1YEY3_9SPHI/1-141	d__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacterpaludis	d__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	s__Mucilaginibacterpaludis
I5B464	tr|I5B464|I5B464_9BACT/1-143	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacterpostgatei	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacter	s__Desulfobacterpostgatei
J0SBL2	tr|J0SBL2|J0SBL2_9EURY/1-135	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollisliminatans	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__Methanofollis	s__Methanofollisliminatans
A0A061SD13	tr|A0A061SD13|A0A061SD13_9CHLO/28-160	d__Eukaryota;p__Chlorophyta;c__Chlorodendrophyceae;o__Chlorodendrales;f__Chlorodendraceae;g__Tetraselmis;s__	d__Eukaryota	p__Chlorophyta	c__Chlorodendrophyceae	o__Chlorodendrales	f__Chlorodendraceae	g__Tetraselmis	s__
A0A063Y2R8	tr|A0A063Y2R8|A0A063Y2R8_9GAMM/1-141	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Nitrincola;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Nitrincola	s__
A0A075GH63	tr|A0A075GH63|A0A075GH63_9EURY/32-179	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__Euryarchaeota	c__	o__	f__	g__	s__
A0A087CE80	tr|A0A087CE80|A0A087CE80_9BIFI/17-155	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__
A0A095TCB8	tr|A0A095TCB8|A0A095TCB8_9GAMM/1-148	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivoraxjadensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivoraxjadensis
A0A0A0F3F2	tr|A0A0A0F3F2|A0A0A0F3F2_9GAMM/1-150	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacterarseniciresistens	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacterarseniciresistens
A0A0A1GZV2	tr|A0A0A1GZV2|A0A0A1GZV2_9LACO/1-139	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Paucilactobacillus;s__Paucilactobacillushokkaidonensis	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Paucilactobacillus	s__Paucilactobacillushokkaidonensis
A0A0G1SB26	tr|A0A0G1SB26|A0A0G1SB26_9BACT/1-153	d__Bacteria;p__CandidatusAzambacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusAzambacteria	c__	o__	f__	g__	s__
A0A0J5PC20	tr|A0A0J5PC20|A0A0J5PC20_9LACO/1-143	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Fructobacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus	s__
A0A0K3B650	tr|A0A0K3B650|A0A0K3B650_9PSEU/73-219	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Kibdelosporangium;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Kibdelosporangium	s__
A0A0P8AL43	tr|A0A0P8AL43|A0A0P8AL43_9BACT/44-207	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
A0A0S7ZFD5	tr|A0A0S7ZFD5|A0A0S7ZFD5_9BACT/1-145	d__Bacteria;p__CandidatusParcubacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusParcubacteria	c__	o__	f__	g__	s__
A0A0S8CTU2	tr|A0A0S8CTU2|A0A0S8CTU2_9BACT/1-152	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__	g__	s__
A0A0S8J9P7	tr|A0A0S8J9P7|A0A0S8J9P7_UNCXX/1-149	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A0S8K8L5	tr|A0A0S8K8L5|A0A0S8K8L5_UNCZI/1-138	d__Bacteria;p__Zixibacteria;c__;o__;f__;g__;s__	d__Bacteria	p__Zixibacteria	c__	o__	f__	g__	s__
A0A0S8KYS9	tr|A0A0S8KYS9|A0A0S8KYS9_9BACE/45-213	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__
A0A0T6AGF8	tr|A0A0T6AGF8|A0A0T6AGF8_9DELT/3-161	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
A0A128ER28	tr|A0A128ER28|A0A128ER28_9BACT/89-231	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__
A0A150PMQ3	tr|A0A150PMQ3|A0A150PMQ3_SORCE/1-156	d__Bacteria;p__Myxococcota;c__;o__Polyangiales;f__Polyangiaceae;g__Sorangium;s__	d__Bacteria	p__Myxococcota	c__	o__Polyangiales	f__Polyangiaceae	g__Sorangium	s__
A0A197K8D7	tr|A0A197K8D7|A0A197K8D7_9FUNG/1-131	d__Eukaryota;p__Mucoromycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemanniaelongata	d__Eukaryota	p__Mucoromycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Linnemannia	s__Linnemanniaelongata
A0A1B6YDV6	tr|A0A1B6YDV6|A0A1B6YDV6_9BACT/47-214	d__Bacteria;p__Balneolota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Balneola;s__	d__Bacteria	p__Balneolota	c__Balneolia	o__Balneolales	f__Balneolaceae	g__Balneola	s__
A0A1B9Y407	tr|A0A1B9Y407|A0A1B9Y407_9FLAO/43-218	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__
A0A1D8IQM7	tr|A0A1D8IQM7|A0A1D8IQM7_9GAMM/1-148	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Acidihalobacter;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Acidihalobacter	s__
A0A1E3XDI8	tr|A0A1E3XDI8|A0A1E3XDI8_9BACT/20-169	d__Bacteria;p__Planctomycetota;c__CandidatusBrocadiia;o__CandidatusBrocadiales;f__CandidatusScalinduaceae;g__CandidatusScalindua;s__	d__Bacteria	p__Planctomycetota	c__CandidatusBrocadiia	o__CandidatusBrocadiales	f__CandidatusScalinduaceae	g__CandidatusScalindua	s__
A0A1F5BCI8	tr|A0A1F5BCI8|A0A1F5BCI8_9BACT/7-151	d__Bacteria;p__CandidatusAminicenantes;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusAminicenantes	c__	o__	f__	g__	s__
A0A1F5UTY2	tr|A0A1F5UTY2|A0A1F5UTY2_9BACT/1-148	d__Bacteria;p__CandidatusFirestonebacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusFirestonebacteria	c__	o__	f__	g__	s__
A0A1F6GS55	tr|A0A1F6GS55|A0A1F6GS55_9PROT/1-145	d__Bacteria;p__Pseudomonadota;c__CandidatusLambdaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__CandidatusLambdaproteobacteria	o__	f__	g__	s__
A0A1F7SEC4	tr|A0A1F7SEC4|A0A1F7SEC4_9BACT/1-148	d__Bacteria;p__CandidatusSchekmanbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusSchekmanbacteria	c__	o__	f__	g__	s__
A0A1F9Q6L1	tr|A0A1F9Q6L1|A0A1F9Q6L1_9BACT/1-160	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__	g__	s__
A0A1G1GYP8	tr|A0A1G1GYP8|A0A1G1GYP8_9BACT/1-151	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
A0A1G3J5C4	tr|A0A1G3J5C4|A0A1G3J5C4_9BACT/49-213	d__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__	f__	g__	s__
A0A1G4TRC1	tr|A0A1G4TRC1|A0A1G4TRC1_9CAUL/1-148	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	s__
A0A1G7UNX3	tr|A0A1G7UNX3|A0A1G7UNX3_9FLAO/56-226	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Psychroflexus	s__
A0A1G9TI91	tr|A0A1G9TI91|A0A1G9TI91_9BACT/62-237	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Catalimonadaceae;g__Catalinimonas;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Catalimonadaceae	g__Catalinimonas	s__
A0A1H1NXB8	tr|A0A1H1NXB8|A0A1H1NXB8_9ACTN/12-149	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parafannyhessea;s__	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Parafannyhessea	s__
A0A1H1RV19	tr|A0A1H1RV19|A0A1H1RV19_9FLAO/44-209	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Gillisia	s__
A0A1H2E7A2	tr|A0A1H2E7A2|A0A1H2E7A2_9BACT/1-149	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Verrucomicrobium	s__
A0A1H9CD77	tr|A0A1H9CD77|A0A1H9CD77_9BACT/49-209	d__Bacteria;p__Bacteroidota;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Neolewinella;s__	d__Bacteria	p__Bacteroidota	c__Saprospiria	o__Saprospirales	f__Lewinellaceae	g__Neolewinella	s__
A0A1I2HX17	tr|A0A1I2HX17|A0A1I2HX17_9BACT/60-235	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Thermoflexibacteraceae;g__Thermoflexibacter;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Thermoflexibacteraceae	g__Thermoflexibacter	s__
A0A1I3CDR4	tr|A0A1I3CDR4|A0A1I3CDR4_9PLAN/70-241	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomicrobium;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomicrobium	s__
A0A1I7AHQ8	tr|A0A1I7AHQ8|A0A1I7AHQ8_9FLAO/31-194	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Lishizhenia;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Crocinitomicaceae	g__Lishizhenia	s__
A0A1I7HGJ8	tr|A0A1I7HGJ8|A0A1I7HGJ8_9BACL/1-152	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	s__
A0A1K1SBK4	tr|A0A1K1SBK4|A0A1K1SBK4_9BACT/57-230	d__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__	d__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__
